x, y
0, 3.0084745762711864
2.071428571428571, 2.3728813559322033
5.952380952380952, 1.8813559322033897
9, 1.559322033898305
13.095238095238095, 1.6186440677966103
16, 1.5169491525423728
21.904761904761905, 1.2711864406779663
27.785714285714285, 1.2542372881355934
